InvoiceNo,InvoiceDate,CustomerID,Country,Quantity,UnitPrice
560120,7/15/2011 10:27,14907,United Kingdom,569,3.4458
560121,7/15/2011 10:33,(blank),United Kingdom,3,3.35
560122,7/15/2011 10:33,14332,United Kingdom,48,2.07
560125,7/15/2011 10:44,18118,United Kingdom,63,2.2279
560145,7/15/2011 11:04,13381,United Kingdom,332,3.3644
560162,7/15/2011 11:21,(blank),United Kingdom,1,10
560180,7/15/2011 11:38,14640,United Kingdom,57,4.3733
560181,7/15/2011 11:45,16621,United Kingdom,45,4.126
560182,7/15/2011 11:48,12971,United Kingdom,203,2.95
560183,7/15/2011 11:48,12971,United Kingdom,132,2.1867
560184,7/15/2011 11:49,12971,United Kingdom,54,1.3675
560185,7/15/2011 11:50,14676,United Kingdom,744,1.3391
560186,7/15/2011 11:57,17266,United Kingdom,27,4.5665
560187,7/15/2011 12:05,17444,Canada,1,550.94
560188,7/15/2011 12:10,18229,United Kingdom,144,6.6778
560190,7/15/2011 12:33,15737,United Kingdom,74,3.285
560191,7/15/2011 12:45,16203,United Kingdom,16,3.75
560199,7/15/2011 12:58,17948,United Kingdom,144,2.49
560200,7/15/2011 12:59,13184,United Kingdom,24,1.25
560201,7/15/2011 13:09,17061,United Kingdom,86,3.575
560202,7/15/2011 13:10,12712,Germany,119,8.2077
560203,7/15/2011 13:13,15311,United Kingdom,286,1.608
560204,7/15/2011 13:17,12971,United Kingdom,36,4.2833
560205,7/15/2011 13:55,17068,United Kingdom,10,1.65
560207,7/15/2011 13:57,15301,United Kingdom,123,5.1974
560209,7/15/2011 14:05,15004,United Kingdom,630,3.0957
560210,7/15/2011 14:20,14958,United Kingdom,20,5.5625
560211,7/15/2011 14:34,12621,Germany,297,2.9561
560212,7/15/2011 14:58,14722,United Kingdom,120,3.0293
560213,7/15/2011 15:05,(blank),United Kingdom,-18,0
560214,7/15/2011 15:07,(blank),United Kingdom,-54,0
560215,7/15/2011 15:08,(blank),United Kingdom,-84,0
560216,7/15/2011 15:11,(blank),United Kingdom,30,0
560217,7/15/2011 15:11,(blank),United Kingdom,1,0.79
560218,7/15/2011 15:12,(blank),United Kingdom,30,0
560222,7/15/2011 15:28,14293,United Kingdom,165,2.6189
560223,7/15/2011 15:32,16904,United Kingdom,73,3.3918
560224,7/15/2011 16:06,14572,United Kingdom,248,2.6633
560225,7/15/2011 16:27,(blank),United Kingdom,930,4.9356
560228,7/15/2011 17:29,17750,United Kingdom,731,0.4797
560229,7/17/2011 10:39,14013,United Kingdom,114,1.6827
560230,7/17/2011 10:53,12600,Germany,107,4.7589
560231,7/17/2011 10:55,13305,United Kingdom,133,5.2722
560232,7/17/2011 11:08,14810,United Kingdom,114,2.1305
560233,7/17/2011 11:10,16813,United Kingdom,477,1.7373
560234,7/17/2011 11:21,16180,United Kingdom,1104,1.6296
560235,7/17/2011 11:26,14060,United Kingdom,118,1.8033
560236,7/17/2011 11:26,15206,United Kingdom,12,2.95
560237,7/17/2011 11:27,15281,United Kingdom,13,4.05
560238,7/17/2011 11:41,17725,United Kingdom,208,1.6839
560239,7/17/2011 11:50,13507,United Kingdom,751,3.495
560240,7/17/2011 11:59,15716,United Kingdom,96,2.3824
560241,7/17/2011 12:02,13967,United Kingdom,42,3.6
560244,7/17/2011 12:14,16931,United Kingdom,243,1.6229
560245,7/17/2011 12:15,(blank),Switzerland,213,2.0867
560246,7/17/2011 12:17,14292,United Kingdom,328,3.6493
560247,7/17/2011 12:18,14292,United Kingdom,34,3.77
560248,7/17/2011 12:24,16255,United Kingdom,330,2.2805
560249,7/17/2011 12:26,17571,United Kingdom,236,1.302
560250,7/17/2011 12:31,14659,United Kingdom,117,2.8629
560251,7/17/2011 12:32,17774,United Kingdom,219,2.9743
560252,7/17/2011 12:35,13468,United Kingdom,61,3.33
560253,7/17/2011 12:52,13993,United Kingdom,199,4.545
560254,7/17/2011 13:07,16678,United Kingdom,322,1.1268
560255,7/17/2011 13:08,16054,United Kingdom,380,3.9981
560256,7/17/2011 13:24,14462,United Kingdom,68,2.4824
560257,7/17/2011 13:25,13340,United Kingdom,703,1.8265
560258,7/17/2011 13:26,13340,United Kingdom,152,4.8
560259,7/17/2011 13:29,13654,United Kingdom,723,1.7393
560260,7/17/2011 13:32,14044,United Kingdom,70,2.684
560261,7/17/2011 13:35,12841,United Kingdom,138,3.2338
560262,7/17/2011 13:40,14224,United Kingdom,162,6.395
560263,7/17/2011 13:41,16342,United Kingdom,76,1.6775
560264,7/17/2011 13:46,12833,United Kingdom,156,5.4413
560265,7/17/2011 13:48,17863,United Kingdom,499,0.9595
560266,7/17/2011 13:54,17389,United Kingdom,66,5.5333
560267,7/17/2011 14:05,13880,United Kingdom,32,6.2417
560268,7/17/2011 14:07,13880,United Kingdom,103,2.847
560269,7/17/2011 14:32,16168,United Kingdom,76,2.4075
560270,7/17/2011 14:42,16744,United Kingdom,99,2.0071
560271,7/17/2011 14:51,16474,United Kingdom,204,1.7871
560272,7/17/2011 14:56,12691,France,47,5.5083
560273,7/17/2011 14:59,14895,United Kingdom,210,2.9709
560274,7/17/2011 15:00,14895,United Kingdom,65,2.5486
560275,7/17/2011 15:08,14895,United Kingdom,4,3.75
560276,7/17/2011 15:11,14606,United Kingdom,110,2.5833
560277,7/17/2011 15:24,15467,United Kingdom,54,4.4367
560278,7/17/2011 15:45,13610,United Kingdom,93,2.3121
560279,7/17/2011 15:47,14198,United Kingdom,63,4.6944
560280,7/17/2011 15:50,16422,United Kingdom,1002,2.045
560281,7/17/2011 15:59,17984,United Kingdom,98,2.0667
560282,7/18/2011 8:21,14758,United Kingdom,100,5.7636
560283,7/18/2011 8:32,(blank),EIRE,175,3.1411
560284,7/18/2011 9:15,13705,United Kingdom,134,1.5536
560285,7/18/2011 9:21,14944,United Kingdom,382,2.4172
560286,7/18/2011 9:38,14062,United Kingdom,236,4.4883
560287,7/18/2011 9:49,13821,United Kingdom,43,3.5535
560288,7/18/2011 10:05,15845,United Kingdom,354,2.7019
560290,7/18/2011 10:17,(blank),United Kingdom,50,7.4288
560291,7/18/2011 10:17,(blank),United Kingdom,71,9.5218
560292,7/18/2011 10:19,(blank),United Kingdom,46,8.3863
560293,7/18/2011 10:20,(blank),United Kingdom,96,7.6885
560294,7/18/2011 10:20,(blank),United Kingdom,20,8.8279
560295,7/18/2011 10:21,16681,United Kingdom,316,2.4767
560296,7/18/2011 10:21,(blank),United Kingdom,82,9.1783
560297,7/18/2011 10:22,(blank),United Kingdom,8,6.375
560298,7/18/2011 10:26,(blank),United Kingdom,90,9.7376
560299,7/18/2011 10:28,17593,United Kingdom,676,2.3413
560300,7/18/2011 10:29,14911,EIRE,1202,1.3499
560302,7/18/2011 10:43,14397,United Kingdom,6,7.95
560305,7/18/2011 10:49,16511,United Kingdom,151,2.9012
560328,7/18/2011 11:00,(blank),United Kingdom,63,0
560329,7/18/2011 11:07,(blank),United Kingdom,6,0
560355,7/18/2011 11:37,15906,United Kingdom,17,8.55
560356,7/18/2011 11:41,16875,United Kingdom,97,4.3754
560357,7/18/2011 11:42,15527,United Kingdom,84,4.1164
560358,7/18/2011 11:46,(blank),United Kingdom,26,0
560359,7/18/2011 11:47,14159,United Kingdom,298,1.8045
560360,7/18/2011 11:55,12744,Singapore,2160,3.0728
560361,7/18/2011 11:58,13488,United Kingdom,179,1.9305
560362,7/18/2011 11:59,13488,United Kingdom,138,1.327
560363,7/18/2011 12:05,12589,France,83,5.139
560364,7/18/2011 12:15,16705,United Kingdom,480,5.0921
560366,7/18/2011 12:19,16859,United Kingdom,451,3.5582
560367,7/18/2011 12:20,(blank),United Kingdom,1,12.75
560368,7/18/2011 12:25,17841,United Kingdom,384,2.6092
560373,7/18/2011 12:30,(blank),United Kingdom,1,4287.63
560381,7/18/2011 12:42,14733,United Kingdom,160,3.8031
560382,7/18/2011 12:49,17389,United Kingdom,12,9.95
560383,7/18/2011 12:52,16762,United Kingdom,143,3.1308
560385,7/18/2011 12:53,14583,United Kingdom,147,2.9394
560387,7/18/2011 13:00,14667,United Kingdom,109,2.5228
560388,7/18/2011 13:12,(blank),United Kingdom,1,0
560389,7/18/2011 13:13,(blank),United Kingdom,1,0
560392,7/18/2011 13:30,13911,United Kingdom,430,0.6125
560393,7/18/2011 13:33,14808,United Kingdom,466,2.6155
560394,7/18/2011 13:35,14390,United Kingdom,310,2.9305
560397,7/18/2011 14:04,17652,United Kingdom,204,2.0281
560398,7/18/2011 14:10,12731,France,838,2.5269
560399,7/18/2011 14:18,(blank),United Kingdom,17,0
560400,7/18/2011 14:19,(blank),United Kingdom,6,0
560401,7/18/2011 14:19,(blank),United Kingdom,15,0
560402,7/18/2011 14:19,(blank),United Kingdom,2,0
560403,7/18/2011 14:19,(blank),United Kingdom,17,0
560404,7/18/2011 14:20,(blank),United Kingdom,1,0
560405,7/18/2011 14:20,(blank),United Kingdom,1,0
560406,7/18/2011 14:21,(blank),United Kingdom,1,0
560407,7/18/2011 14:21,(blank),United Kingdom,9,0
560410,7/18/2011 14:28,17213,United Kingdom,287,4.9245
560411,7/18/2011 14:29,(blank),United Kingdom,1,550.64
560412,7/18/2011 14:32,12748,United Kingdom,132,2.2515
560413,7/18/2011 14:33,13564,United Kingdom,1,550.64
560415,7/18/2011 14:36,15152,United Kingdom,136,4.3441
560416,7/18/2011 14:40,14798,United Kingdom,28,0.835
560417,7/18/2011 14:56,16011,United Kingdom,108,1.4311
560419,7/18/2011 15:03,(blank),United Kingdom,1,717.23
560421,7/18/2011 15:13,(blank),United Kingdom,1,1592.49
560422,7/18/2011 15:14,16746,United Kingdom,162,2.7153
560423,7/18/2011 15:15,(blank),United Kingdom,-25,0
560424,7/18/2011 15:15,(blank),United Kingdom,-84,0
560425,7/18/2011 15:15,(blank),United Kingdom,-23,0
560426,7/18/2011 15:15,14038,United Kingdom,200,1.8675
560427,7/18/2011 15:16,(blank),United Kingdom,-2,0
560428,7/18/2011 15:17,(blank),United Kingdom,-169,0
560429,7/18/2011 15:17,(blank),United Kingdom,6,0
560431,7/18/2011 15:23,(blank),United Kingdom,1,611.86
560432,7/18/2011 15:39,13327,United Kingdom,198,3.1947
560433,7/18/2011 15:49,(blank),United Kingdom,582,4.1551
560434,7/18/2011 15:56,(blank),United Kingdom,1193,3.8794
560437,7/18/2011 16:05,13940,United Kingdom,100,3.9407
560438,7/18/2011 16:06,(blank),United Kingdom,1,294.92
560439,7/18/2011 16:08,(blank),United Kingdom,1,705.45
560440,7/18/2011 16:36,(blank),United Kingdom,-1,0
560441,7/18/2011 16:57,14029,United Kingdom,24,7.55
560442,7/18/2011 16:59,15860,United Kingdom,36,4.405
560443,7/18/2011 17:10,14776,United Kingdom,202,1.3171
560444,7/18/2011 17:15,13764,United Kingdom,308,2.2364
560445,7/19/2011 9:08,14156,EIRE,5726,2.8447
560446,7/19/2011 9:10,14156,EIRE,496,0.9633
560447,7/19/2011 9:24,13756,United Kingdom,229,3.5108
560448,7/19/2011 9:29,12840,United Kingdom,352,1.9065
560449,7/19/2011 9:31,14732,United Kingdom,220,2.6929
560450,7/19/2011 9:49,14117,United Kingdom,72,1.25
560451,7/19/2011 9:50,14911,EIRE,762,4.3444
560452,7/19/2011 9:51,12682,France,33,5.74
560453,7/19/2011 9:52,13209,United Kingdom,868,1.8536
560454,7/19/2011 10:06,12947,United Kingdom,84,4.3321
560469,7/19/2011 10:40,12971,United Kingdom,37,5.95
560473,7/19/2011 10:42,12431,Australia,174,3.7983
560483,7/19/2011 10:49,12955,United Kingdom,350,1.7113
560491,7/19/2011 10:51,12415,Australia,97,2.2896
560494,7/19/2011 10:51,(blank),United Kingdom,24,0.85
560499,7/19/2011 11:03,16713,United Kingdom,371,2.81
560500,7/19/2011 11:08,17975,United Kingdom,52,3.002
560501,7/19/2011 11:08,16475,United Kingdom,92,2.025
560503,7/19/2011 11:40,17682,United Kingdom,166,3.9363
560504,7/19/2011 11:47,13081,United Kingdom,3089,2.2384
560523,7/19/2011 11:56,15462,United Kingdom,48,1.45
560527,7/19/2011 11:57,15727,United Kingdom,372,1.7423
560534,7/19/2011 12:10,14911,EIRE,257,4.544
560535,7/19/2011 12:13,13167,United Kingdom,367,2.7369
560536,7/19/2011 12:15,16626,United Kingdom,81,2.1286
560537,7/19/2011 12:19,17779,United Kingdom,248,2.0771
560538,7/19/2011 12:19,16128,United Kingdom,192,1.6656
560539,7/19/2011 12:19,16745,United Kingdom,408,1.776
560544,7/19/2011 12:37,12569,Germany,25,3.0625
560545,7/19/2011 12:38,12569,Germany,57,4.3083
560546,7/19/2011 12:38,17867,United Kingdom,39,5.95
560547,7/19/2011 12:39,17419,United Kingdom,241,6.4062
560548,7/19/2011 12:42,17867,United Kingdom,42,2.89
560549,7/19/2011 12:43,12664,Finland,188,6.4333
560551,7/19/2011 12:47,18041,United Kingdom,50,2.7543
560552,7/19/2011 12:54,15311,United Kingdom,505,2.005
560553,7/19/2011 12:58,13991,United Kingdom,83,1.6357
560554,7/19/2011 13:01,16232,United Kingdom,207,2.3733
560555,7/19/2011 13:01,14178,United Kingdom,121,1.394
560557,7/19/2011 13:05,18101,United Kingdom,25,3.6985
560562,7/19/2011 13:34,15713,United Kingdom,91,4.483
560565,7/19/2011 13:44,(blank),United Kingdom,160,0
560566,7/19/2011 13:45,12662,Germany,194,3.1467
560567,7/19/2011 13:57,(blank),United Kingdom,741,4.6271
560568,7/19/2011 14:03,13895,United Kingdom,248,3.467
560569,7/19/2011 14:04,12480,Germany,334,3.7446
560570,7/19/2011 14:28,16112,United Kingdom,40,0.935
560571,7/19/2011 14:29,17735,United Kingdom,464,2.0409
560573,7/19/2011 14:47,(blank),United Kingdom,1,112.35
560575,7/19/2011 14:58,(blank),United Kingdom,1,106.4
560576,7/19/2011 14:59,17287,United Kingdom,110,2.3863
560577,7/19/2011 15:07,18223,United Kingdom,173,3.1707
560578,7/19/2011 15:12,(blank),United Kingdom,12,0
560579,7/19/2011 15:13,15867,United Kingdom,241,4.0542
560580,7/19/2011 15:23,14088,United Kingdom,2565,4.5783
560581,7/19/2011 15:29,12901,United Kingdom,1074,0.6483
560582,7/19/2011 15:30,12875,United Kingdom,291,0.17
560583,7/19/2011 15:31,(blank),United Kingdom,-7,0
560584,7/19/2011 15:38,13827,United Kingdom,32,3.8836
560586,7/19/2011 15:48,13631,United Kingdom,96,6.95
560587,7/19/2011 15:49,13631,United Kingdom,10,6
560590,7/19/2011 15:55,12560,Germany,812,2.4788
560591,7/19/2011 16:28,(blank),United Kingdom,1,1.65
560592,7/19/2011 16:36,13225,United Kingdom,296,1.935
560595,7/19/2011 16:45,16656,United Kingdom,868,2.48
560596,7/19/2011 16:48,13199,United Kingdom,172,1.095
560597,7/19/2011 16:54,13798,United Kingdom,128,2.55
560598,7/19/2011 17:02,17096,United Kingdom,63,5.6714
560599,7/19/2011 17:04,14609,United Kingdom,3186,0.06
560600,7/19/2011 17:04,(blank),United Kingdom,-2834,0
560601,7/19/2011 17:17,16764,United Kingdom,95,2.0367
560602,7/20/2011 8:48,13629,United Kingdom,222,3.3065
560603,7/20/2011 8:59,18180,United Kingdom,173,2.8195
560604,7/20/2011 9:23,15251,United Kingdom,248,4.512
560605,7/20/2011 9:30,17306,United Kingdom,712,1.54
560606,7/20/2011 10:08,17422,United Kingdom,321,1.0911
560607,7/20/2011 10:15,12510,Spain,59,11.2725
560634,7/20/2011 10:51,16133,United Kingdom,360,1.9183
560635,7/20/2011 10:51,12521,Germany,309,2.9958
560640,7/20/2011 10:59,13854,United Kingdom,64,4.585
560641,7/20/2011 11:00,15587,United Kingdom,36,2.97
560642,7/20/2011 11:07,17866,United Kingdom,174,3.4
560644,7/20/2011 11:22,16271,United Kingdom,357,1.5115
560646,7/20/2011 11:28,18102,United Kingdom,581,4.0586
560648,7/20/2011 11:33,18102,United Kingdom,175,4.0586
560650,7/20/2011 11:38,15529,United Kingdom,429,1.9299
560651,7/20/2011 11:38,15802,United Kingdom,1,451.42
560658,7/20/2011 11:42,(blank),United Kingdom,1,451.42
560686,7/20/2011 11:50,15632,United Kingdom,207,3.27
560688,7/20/2011 11:54,16393,United Kingdom,89,1.9635
560689,7/20/2011 11:55,15039,United Kingdom,114,3.7043
560690,7/20/2011 12:00,16807,United Kingdom,299,2.3913
560691,7/20/2011 12:00,13136,United Kingdom,335,2.6241
560692,7/20/2011 12:01,14704,United Kingdom,55,2.4268
560693,7/20/2011 12:01,13136,United Kingdom,66,2.4133
560694,7/20/2011 12:05,12757,Portugal,457,1.7675
560695,7/20/2011 12:08,14101,United Kingdom,556,2.05
560696,7/20/2011 12:14,14606,United Kingdom,45,2.2384
560697,7/20/2011 12:16,14401,United Kingdom,368,1.025
560698,7/20/2011 12:29,16353,United Kingdom,213,3.1731
560700,7/20/2011 12:38,17229,United Kingdom,108,1.9747
560701,7/20/2011 12:45,16729,United Kingdom,265,2.365
560710,7/20/2011 12:51,14646,Netherlands,10,2.602
560711,7/20/2011 12:58,17841,United Kingdom,114,2.2224
560712,7/20/2011 13:06,14456,United Kingdom,76,1.8063
560713,7/20/2011 13:09,16774,United Kingdom,56,2.875
560714,7/20/2011 13:10,14456,United Kingdom,20,1.5377
560715,7/20/2011 13:21,13549,United Kingdom,47,4.4971
560716,7/20/2011 13:26,17675,United Kingdom,600,3.9954
560717,7/20/2011 13:28,(blank),United Kingdom,-3,0
560718,7/20/2011 13:30,17677,United Kingdom,1005,2.1012
560719,7/20/2011 13:30,(blank),United Kingdom,-21,0
560720,7/20/2011 13:31,17677,United Kingdom,2,8.5
560721,7/20/2011 13:32,17677,United Kingdom,24,1.24
560722,7/20/2011 13:37,(blank),United Kingdom,-31,0
560723,7/20/2011 13:53,16464,United Kingdom,316,2.2693
560724,7/20/2011 13:55,16186,United Kingdom,464,1.4814
560725,7/20/2011 13:56,16186,United Kingdom,54,1.35
560726,7/20/2011 14:16,17962,United Kingdom,128,1.6517
560727,7/20/2011 14:33,13571,United Kingdom,148,1.3361
560728,7/20/2011 14:38,12520,Germany,154,3.8326
560729,7/20/2011 14:39,17511,United Kingdom,3237,3.2752
560730,7/20/2011 14:53,(blank),United Kingdom,-2,0
560731,7/20/2011 14:54,16149,United Kingdom,168,1.3073
560732,7/20/2011 14:55,14056,United Kingdom,196,2.4245
560734,7/20/2011 14:58,15298,United Kingdom,360,2.75
560736,7/20/2011 15:33,15260,United Kingdom,190,2.3069
560737,7/20/2011 15:34,(blank),United Kingdom,-109,0
560742,7/20/2011 15:44,14755,United Kingdom,139,4.4981
560754,7/20/2011 15:56,17754,United Kingdom,496,0.5769
560755,7/20/2011 16:00,(blank),United Kingdom,141,1.4
560772,7/20/2011 16:12,(blank),United Kingdom,1345,3.7822
560773,7/20/2011 16:17,(blank),United Kingdom,847,4.2025
560775,7/20/2011 17:24,(blank),United Kingdom,1,1.25
560776,7/21/2011 8:44,13995,United Kingdom,341,1.7039
560777,7/21/2011 9:30,(blank),United Kingdom,58,7.2923
560778,7/21/2011 9:30,(blank),United Kingdom,52,8.4396
560779,7/21/2011 9:30,(blank),United Kingdom,129,8.7418
560780,7/21/2011 9:31,(blank),United Kingdom,128,9.0207
560781,7/21/2011 9:43,13969,United Kingdom,155,12.47
560782,7/21/2011 10:10,14769,United Kingdom,317,2.4254
560783,7/21/2011 10:24,15108,European Community,335,3.2052
560790,7/21/2011 10:29,14051,United Kingdom,168,5.4625
560791,7/21/2011 10:30,14688,United Kingdom,133,1.855
560792,7/21/2011 10:32,15189,United Kingdom,110,5.3357
560805,7/21/2011 10:44,14259,United Kingdom,68,2.83
560807,7/21/2011 10:44,18143,United Kingdom,308,2.1259
560819,7/21/2011 10:53,(blank),United Kingdom,2,0
560820,7/21/2011 10:59,17811,United Kingdom,127,2.7009
560821,7/21/2011 11:17,17848,United Kingdom,11,9.95
560824,7/21/2011 11:23,17935,United Kingdom,77,1.8211
560826,7/21/2011 11:30,18073,United Kingdom,418,3.64
560827,7/21/2011 11:42,14517,United Kingdom,73,5.3607
560828,7/21/2011 11:55,14298,United Kingdom,2316,0.6597
560829,7/21/2011 12:00,17694,United Kingdom,184,2.6087
560830,7/21/2011 12:03,(blank),United Kingdom,-6,0
560831,7/21/2011 12:04,(blank),United Kingdom,-1,0
560833,7/21/2011 12:14,16891,United Kingdom,66,4.0332
560834,7/21/2011 12:15,16523,United Kingdom,204,3.8355
560839,7/21/2011 12:23,14527,United Kingdom,23,6.695
560841,7/21/2011 12:25,14298,United Kingdom,2169,1.9364
560843,7/21/2011 12:27,14298,United Kingdom,60,1.65
560844,7/21/2011 12:28,14298,United Kingdom,24,3.12
560845,7/21/2011 12:29,15570,United Kingdom,202,3.7138
560853,7/21/2011 12:33,15311,United Kingdom,260,2.4171
560854,7/21/2011 12:46,13098,United Kingdom,300,2.2013
560856,7/21/2011 13:06,16607,United Kingdom,431,2.0874
560857,7/21/2011 13:21,(blank),United Kingdom,108,0
560858,7/21/2011 13:25,14403,United Kingdom,100,7.65
560859,7/21/2011 13:28,13668,United Kingdom,37,2.4988
560861,7/21/2011 13:37,17660,United Kingdom,130,2.0038
560862,7/21/2011 13:48,14085,United Kingdom,209,2.1711
560863,7/21/2011 13:53,12748,United Kingdom,72,1.845
560864,7/21/2011 13:54,14407,United Kingdom,680,1.7254
560865,7/21/2011 14:00,(blank),United Kingdom,4,7.95
560867,7/21/2011 14:10,(blank),United Kingdom,-21,0
560868,7/21/2011 14:14,14866,United Kingdom,23,3.6052
560870,7/21/2011 14:34,13157,United Kingdom,314,1.6406
560871,7/21/2011 14:40,14745,United Kingdom,10,2.08
560872,7/21/2011 14:41,14745,United Kingdom,269,1.8805
560873,7/21/2011 14:52,13881,United Kingdom,309,2.7
560875,7/21/2011 15:12,13562,United Kingdom,294,3.4376
560876,7/21/2011 15:14,12626,Germany,522,2.5894
560878,7/21/2011 15:16,14410,United Kingdom,138,2.485
560879,7/21/2011 15:23,16654,United Kingdom,62,2.366
560881,7/21/2011 15:45,17965,United Kingdom,18,4.7944
560882,7/21/2011 15:47,17213,United Kingdom,148,4.1937
560883,7/21/2011 16:10,13694,United Kingdom,793,0.6638
560884,7/21/2011 16:12,13694,United Kingdom,600,1.5071
560885,7/21/2011 16:20,16188,United Kingdom,206,1.7546
560886,7/21/2011 16:27,16041,United Kingdom,100,6.75
560887,7/21/2011 16:28,16041,United Kingdom,944,6.2
560888,7/21/2011 16:33,15380,United Kingdom,138,5.6163
560889,7/21/2011 16:42,(blank),United Kingdom,1,0
560890,7/21/2011 16:43,(blank),United Kingdom,1,0
560891,7/21/2011 17:02,15106,United Kingdom,262,2.1668
560892,7/21/2011 17:08,13089,United Kingdom,498,2.0829
560893,7/21/2011 17:08,13804,United Kingdom,206,3.1783
560894,7/21/2011 17:09,14911,EIRE,269,3.5858
560895,7/21/2011 17:12,13089,United Kingdom,841,1.9663
560896,7/21/2011 17:26,15623,United Kingdom,125,4.2905
560897,7/21/2011 17:26,12971,United Kingdom,48,2.9
560900,7/21/2011 17:33,(blank),United Kingdom,3,1.2633
560901,7/21/2011 17:39,12476,Germany,304,4.6647
560906,7/21/2011 17:55,15827,United Kingdom,52,5.46
560908,7/21/2011 17:56,15827,United Kingdom,80,1.078
560911,7/21/2011 18:00,17961,United Kingdom,23,2.6367
560913,7/21/2011 18:07,17961,United Kingdom,1,4.25
560914,7/21/2011 18:08,17175,United Kingdom,130,9.2388
560915,7/21/2011 18:19,13313,United Kingdom,156,2.1719
560916,7/21/2011 18:19,14911,EIRE,229,6.262
560917,7/21/2011 18:21,17949,United Kingdom,109,7.65
560918,7/21/2011 18:27,14849,United Kingdom,567,2.9783
560919,7/21/2011 18:31,15971,United Kingdom,100,4.3
560920,7/21/2011 18:36,15370,United Kingdom,149,3.8447
560921,7/21/2011 19:17,16224,United Kingdom,313,1.4286
560922,7/21/2011 19:34,14911,EIRE,147,6.1083
560923,7/22/2011 8:54,(blank),United Kingdom,-14,0
560924,7/22/2011 9:01,15061,United Kingdom,472,1.6425
560925,7/22/2011 9:02,15061,United Kingdom,336,4.93
560926,7/22/2011 9:20,(blank),United Kingdom,1561,3.9278
560927,7/22/2011 9:55,13078,United Kingdom,202,3.9319
560928,7/22/2011 10:00,14852,United Kingdom,266,2.7629
560929,7/22/2011 10:06,16866,United Kingdom,27,1.298
560930,7/22/2011 10:23,15829,United Kingdom,420,1.4646
560931,7/22/2011 10:25,16365,United Kingdom,52,3.6333
560934,7/22/2011 10:48,16722,United Kingdom,272,1.4429
560937,7/22/2011 10:52,17920,United Kingdom,130,1.9581
560938,7/22/2011 11:16,(blank),United Kingdom,324,5.0617
560939,7/22/2011 11:20,(blank),United Kingdom,-3,0
560940,7/22/2011 11:20,(blank),United Kingdom,-53,0
560941,7/22/2011 11:21,(blank),United Kingdom,-178,0
560942,7/22/2011 11:31,15005,United Kingdom,134,1.6447
560972,7/22/2011 11:44,14209,United Kingdom,138,5.3867
560974,7/22/2011 11:55,14426,United Kingdom,275,3.3658
560975,7/22/2011 11:56,14426,United Kingdom,100,2.525
560976,7/22/2011 12:08,18146,United Kingdom,126,0.95
560977,7/22/2011 12:09,16839,United Kingdom,308,1.935
560978,7/22/2011 12:20,15815,United Kingdom,446,2.2086
560979,7/22/2011 12:21,15232,United Kingdom,372,0.83
560980,7/22/2011 12:41,16107,United Kingdom,88,3.8833
560986,7/22/2011 13:03,(blank),United Kingdom,24,0
560988,7/22/2011 13:17,15854,United Kingdom,62,5.86
560989,7/22/2011 13:20,15704,United Kingdom,346,2.8668
560991,7/22/2011 13:29,12438,Norway,586,3.4414
560992,7/22/2011 13:31,18161,United Kingdom,70,5.3322
560993,7/22/2011 13:32,(blank),United Kingdom,6,3.35
560994,7/22/2011 13:35,15704,United Kingdom,20,1.865
560995,7/22/2011 13:48,(blank),United Kingdom,6,0.9733
560996,7/22/2011 13:53,17625,United Kingdom,465,2.6716
560997,7/22/2011 13:59,12627,Germany,426,3.3883
560998,7/22/2011 14:07,14243,United Kingdom,110,4.0914
560999,7/22/2011 14:13,(blank),United Kingdom,46,2.1757
561000,7/22/2011 14:16,(blank),United Kingdom,2,1.65
561001,7/22/2011 14:23,16711,United Kingdom,149,4.0157
561002,7/22/2011 14:39,13750,United Kingdom,96,3.39
561003,7/22/2011 14:41,13079,United Kingdom,4,5.95
561004,7/22/2011 14:47,15189,United Kingdom,89,4.7425
561005,7/22/2011 14:53,17961,United Kingdom,86,1.9662
561006,7/22/2011 15:02,16161,United Kingdom,232,2.2342
561007,7/22/2011 15:21,15640,United Kingdom,520,2.1886
561008,7/22/2011 15:43,18150,United Kingdom,96,2.3708
561009,7/22/2011 16:03,15856,United Kingdom,484,1.0647
561010,7/22/2011 16:04,18262,United Kingdom,182,1.1231
561020,7/22/2011 17:21,13563,United Kingdom,146,3.3174
561021,7/24/2011 10:03,15465,United Kingdom,61,5.258
561022,7/24/2011 10:24,14800,United Kingdom,266,2.0755
561023,7/24/2011 10:30,13576,United Kingdom,144,1.96
561024,7/24/2011 10:35,12916,United Kingdom,263,4.8746
561025,7/24/2011 10:37,16241,United Kingdom,93,2.2677
561026,7/24/2011 10:49,17265,United Kingdom,177,1.521
561027,7/24/2011 10:54,13802,United Kingdom,778,2.5
561028,7/24/2011 11:06,17769,United Kingdom,228,2.7704
561029,7/24/2011 11:25,12490,France,236,2.5217
561030,7/24/2011 11:25,16407,United Kingdom,149,3.4274
561031,7/24/2011 11:32,13461,United Kingdom,412,0.906
561032,7/24/2011 11:37,13029,United Kingdom,62,5.68
561033,7/24/2011 11:40,14443,United Kingdom,319,3.3169
561034,7/24/2011 11:45,15506,United Kingdom,146,2.0909
561035,7/24/2011 11:52,17312,United Kingdom,96,2.55
561036,7/24/2011 11:54,13137,United Kingdom,160,2.2008
